set_number,set_name,year_released,number_of_parts,theme_name
75901-1,Mystery Plane Adventures,2015,128,Scooby-Doo
75902-1,The Mystery Machine,2015,301,Scooby-Doo
75903-1,Haunted Lighthouse,2015,437,Scooby-Doo
75904-1,Mystery Mansion,2015,861,Scooby-Doo
MYSTERYMACHINE-1,Micro Mystery Machine,2015,29,Scooby-Doo
SDIK-1,Mystery Builder Campaign Influencer Kit,2015,16,Scooby-Doo
SDMYSTERYGANG-1,Scooby-Doo Surprises: Mystery Inc. Gang,2015,26,Scooby-Doo
71170-1,PS3 Starter Pack,2015,268,Dimensions
71171-1,Playstation 4 Starter Pack,2015,268,Dimensions
71172-1,Xbox One Starter Pack,2015,268,Dimensions
71173-1,Xbox 360 Starter Pack,2015,268,Dimensions
71174-1,Wii U Starter Pack,2015,268,Dimensions
71200-1,Starter Pack Parts,2015,267,Dimensions
71201-1,Back to the Future Level Pack,2015,94,Dimensions
71202-1,The Simpsons Level Pack,2015,98,Dimensions
71203-1,Portal 2 Level Pack,2015,85,Dimensions
71204-1,Doctor Who Level Pack,2015,83,Dimensions
71205-1,Jurassic World Team Pack,2015,104,Dimensions
71206-1,Scooby-Doo Team Pack,2015,84,Dimensions
71207-1,Ninjago Team Pack,2015,98,Dimensions
71209-1,Wonder Woman Fun Pack,2015,41,Dimensions
71210-1,Cyborg Fun Pack,2015,50,Dimensions
71211-1,Bart Fun Pack,2015,34,Dimensions
71212-1,Emmet Fun Pack,2015,55,Dimensions
71213-1,Bad Cop Fun Pack,2015,62,Dimensions
71214-1,Benny Fun Pack,2015,46,Dimensions
71215-1,Jay Fun Pack,2015,48,Dimensions
71216-1,Nya Fun Pack,2015,59,Dimensions
71217-1,Zane Fun Pack,2015,46,Dimensions
71218-1,Gollum Fun Pack,2015,39,Dimensions
71219-1,Legolas Fun Pack,2015,36,Dimensions
71220-1,Gimli Fun Pack,2015,56,Dimensions
71221-1,Wicked Witch Fun Pack,2015,38,Dimensions
71222-1,Laval Fun Pack,2015,57,Dimensions
71223-1,Cragger Fun Pack,2015,45,Dimensions
71227-1,Krusty Fun Pack,2015,38,Dimensions
71228-1,Ghostbusters Level Pack,2016,115,Dimensions
71229-1,DC Comics Team Pack,2016,92,Dimensions
71230-1,Doc Brown Fun Pack,2016,69,Dimensions
71231-1,Unikitty Fun Pack,2015,58,Dimensions
71232-1,Eris Fun Pack,2015,59,Dimensions
71233-1,Stay Puft Fun Pack,2016,65,Dimensions
71234-1,Sensei Wu Fun Pack,2016,58,Dimensions
71235-1,Midway Arcade Level Pack,2016,96,Dimensions
71236-1,Superman Fun Pack,2016,48,Dimensions
71237-1,Aquaman Fun Pack,2016,43,Dimensions
71238-1,Cyberman Fun Pack,2016,40,Dimensions
71239-1,Lloyd Fun Pack,2016,56,Dimensions
71240-1,Bane Fun Pack,2016,52,Dimensions
71241-1,Slimer Fun Pack,2016,33,Dimensions
71242-1,Ghostbusters: Play The Complete Movie Story Pack,2016,259,Dimensions
71244-1,Sonic the Hedgehog Level Pack,2016,101,Dimensions
71245-1,Adventure Time Level Pack,2016,102,Dimensions
71246-1,Adventure Time Team Pack,2016,96,Dimensions
71247-1,Harry Potter Team Pack,2016,119,Dimensions
71248-1,Mission: Impossible Level Pack,2016,76,Dimensions
71251-1,A-Team Fun Pack,2016,73,Dimensions
71253-1,Fantastic Beasts and Where to Find Them Story Pack,2016,261,Dimensions
71255-1,Teen Titans Go! Team Pack,2017,105,Dimensions
71256-1,Gremlins Team Pack,2016,94,Dimensions
71257-1,Tina Goldstein Fun Pack,2016,51,Dimensions
71258-1,E.T. the Extra-Terrestrial Fun Pack,2016,42,Dimensions
71264-1,The LEGO Batman Movie: Play The Complete Movie Story Pack,2017,156,Dimensions
71266-1,Chase McCain Fun Pack,2017,46,Dimensions
71267-1,Goonies Level Pack,2017,118,Dimensions
71285-1,Marceline the Vampire Queen Fun Pack,2016,60,Dimensions
71286-1,Knight Rider Fun Pack,2017,55,Dimensions
71287-1,Teen Titans Go! Fun Pack,2017,56,Dimensions
71340-1,Supergirl,2016,6,Dimensions
71342-1,Green Arrow,2016,7,Dimensions
71343-1,The Powerpuff Girls Fun Pack,2017,56,Dimensions
71344-1,Excalibur Batman Fun Pack,2017,57,Dimensions
71346-1,The Powerpuff Girls Team Pack,2017,93,Dimensions
71348-1,Hermione Granger Fun Pack,2017,64,Dimensions
71349-1,Beetlejuice Fun Pack,2017,56,Dimensions
271601-1,Lance,2016,14,Nexo Knights
271602-1,Jet Horse,2016,34,Nexo Knights
271603-1,Robin,2016,23,Nexo Knights
271604-1,Globlin Spiders,2016,28,Nexo Knights
271605-1,Lava Warrior,2016,12,Nexo Knights
271606-1,Knight Racer,2016,21,Nexo Knights
271607-1,Firecracker Catapult,2016,17,Nexo Knights
271608-1,Kid Clay,2016,18,Nexo Knights
271609-1,Bat-Gun,2016,29,Nexo Knights
271610-1,Mighty Mech Bot,2016,34,Nexo Knights
271611-1,Pilot Bot,2016,13,Nexo Knights
271712-1,Clay,2017,18,Nexo Knights
271713-1,Merlok 2.0,2017,13,Nexo Knights
271714-1,Robin,2017,19,Nexo Knights
271715-1,Lance's Micro Limo,2017,34,Nexo Knights
271716-1,Gargoyle,2017,12,Nexo Knights
271717-1,Rock Speeder,2017,31,Nexo Knights
271718-1,Aaron,2017,14,Nexo Knights
271719-1,Stone Giants' Gun,2017,33,Nexo Knights
271720-1,Macy,2017,8,Nexo Knights
271721-1,Clay's Mini Falcon,2017,44,Nexo Knights
271722-1,Stone Giant with Flying Machine,2017,19,Nexo Knights
271723-1,Hovercraft,2017,35,Nexo Knights
271824-1,Robin,2018,16,Nexo Knights
271825-1,Aaron,2018,15,Nexo Knights
271826-1,Fred,2018,10,Nexo Knights
271827-1,Cyber-Snapper,2018,23,Nexo Knights
271828-1,Lance,2018,12,Nexo Knights
271829-1,Clay,2018,15,Nexo Knights
271830-1,King's Guard,2018,17,Nexo Knights
271831-1,Macy,2018,21,Nexo Knights
271832-1,VanByter,2018,7,Nexo Knights
30371-1,Knight's Cycle,2016,42,Nexo Knights
30372-1,Robin's Mini Fortrex,2016,45,Nexo Knights
30373-1,Knighton Hyper Cannon,2016,47,Nexo Knights
30374-1,The Lava Slinger,2016,40,Nexo Knights
30376-1,Knighton Rider,2017,42,Nexo Knights
30377-1,Motor Horse,2017,52,Nexo Knights
30378-1,Shrunken Headquarters,2017,48,Nexo Knights
5004388-1,Nexo Knights Intro Pack,2016,8,Nexo Knights
5004389-1,Battle Station,2016,20,Nexo Knights
5004390-1,King's Guard,2016,5,Nexo Knights
5004911-1,Crafting Kit,2017,4,Nexo Knights
5004914-1,Armor Pod,2017,25,Nexo Knights
66547-1,Axl's Tower Carrier - Extra Awesome Edition,2016,3,Nexo Knights
70310-1,Knighton Battle Blaster,2016,76,Nexo Knights
70311-1,Chaos Catapult,2016,93,Nexo Knights
70312-1,Lance's Mecha Horse,2016,237,Nexo Knights
70313-1,Moltor's Lava Smasher,2016,187,Nexo Knights
70314-1,Beast Master's Chaos Chariot,2016,314,Nexo Knights
70315-1,Clay's Rumble Blade,2016,367,Nexo Knights
70316-1,Jestro's Evil Mobile,2016,658,Nexo Knights
70317-1,The Fortrex,2016,1140,Nexo Knights
70318-1,The Glob Lobber,2016,95,Nexo Knights
70319-1,Macy's Thunder Mace,2016,202,Nexo Knights
70320-1,Aaron Fox's Aero-Striker V2,2016,301,Nexo Knights
70321-1,General Magmar's Siege Machine of Doom,2016,516,Nexo Knights
70322-1,Axl's Tower Carrier,2016,670,Nexo Knights
70323-1,Jestro's Volcano Lair,2016,1186,Nexo Knights
70324-1,Merlok's Library 2.0,2016,287,Nexo Knights
70325-1,Infernox Captures The Queen,2016,253,Nexo Knights
70326-1,The Black Knight Mech,2016,530,Nexo Knights
70327-1,The King's Mech,2016,375,Nexo Knights
70330-1,Ultimate Clay,2016,72,Nexo Knights
70331-1,Ultimate Macy,2016,101,Nexo Knights
70332-1,Ultimate Aaron,2016,82,Nexo Knights
70333-1,Ultimate Robin,2016,75,Nexo Knights
70334-1,Ultimate Beast Master,2016,65,Nexo Knights
70335-1,Ultimate Lavaria,2016,69,Nexo Knights
70336-1,Ultimate Axl,2016,69,Nexo Knights
70337-1,Ultimate Lance,2016,75,Nexo Knights
70338-1,Ultimate General Magmar,2016,64,Nexo Knights
70339-1,Ultimate Flama,2016,67,Nexo Knights
70347-1,King's Guard Artillery,2017,98,Nexo Knights
70348-1,Lance's Twin Jouster,2017,216,Nexo Knights
70349-1,Ruina's Lock & Roller,2017,208,Nexo Knights
70350-1,The Three Brothers,2017,266,Nexo Knights
70351-1,Clay's Falcon Fighter Blaster,2017,522,Nexo Knights
70352-1,Jestro's Headquarters,2017,840,Nexo Knights
70353-1,The Heligoyle,2017,318,Nexo Knights
70354-1,Axl's Rumble Maker,2017,393,Nexo Knights
70355-1,Aaron's Rock Climber,2017,598,Nexo Knights
70356-1,The Stone Colossus of Ultimate Destruction,2017,786,Nexo Knights
70357-1,Knighton Castle,2017,1426,Nexo Knights
70358-1,Aaron's Stone Destroyer,2017,251,Nexo Knights
70359-1,Lance vs. Lightning,2017,257,Nexo Knights
70361-1,Macy's Bot Drop Dragon,2017,153,Nexo Knights
70362-1,Battle Suit Clay,2017,79,Nexo Knights
70363-1,Battle Suit Macy,2017,66,Nexo Knights
70364-1,Battle Suit Aaron,2017,80,Nexo Knights
70365-1,Battle Suit Axl,2017,88,Nexo Knights
70366-1,Battle Suit Lance,2017,83,Nexo Knights
70372-1,Combo NEXO Powers Wave 1,2017,5,Nexo Knights
70373-1,Combo NEXO Powers Wave 2,2017,5,Nexo Knights
72001-1,Lance's Hover Jouster,2018,217,Nexo Knights
72002-1,Twinfector,2018,191,Nexo Knights
72003-1,Berserker Bomber,2018,369,Nexo Knights
72004-1,Tech Wizard Showdown,2018,506,Nexo Knights
72005-1,Aaron's X-bow,2018,569,Nexo Knights
72006-1,Axl's Rolling Arsenal,2018,604,Nexo Knights
853515-1,Knights Army-Building Set,2016,35,Nexo Knights
853516-1,Monsters Army-Building Set,2016,30,Nexo Knights
853676-1,Nexo Knights Accessory Set,2017,27,Nexo Knights
853677-1,Stone Monsters Accessory Set,2017,23,Nexo Knights
9788325327934-1,Nexo Knights: Cyfrowe starcie,2018,10,Nexo Knights
MYERNEXO-1,Micro Battle Blaster,2016,18,Nexo Knights
MYERNEXO-2,Micro Mecha Horse,2016,24,Nexo Knights
TRUNEXO-1,Nexo Knights Shield Dock,2016,42,Nexo Knights
TRUNEXO-2,Micro Chaos Chariot,2016,30,Nexo Knights
TRUNEXOMONSTER-1,Lava Monster,2016,58,Nexo Knights
TRURUMBLE-1,Micro Rumble Blade,2016,21,Nexo Knights
75821-1,Piggy Car Escape,2016,74,Angry Birds
75822-1,Piggy Plane Attack,2016,168,Angry Birds
75823-1,Bird Island Egg Heist,2016,281,Angry Birds
75824-1,Pig City Teardown,2016,386,Angry Birds
75825-1,Piggy Pirate Ship,2016,620,Angry Birds
75826-1,King Pig's Castle,2016,859,Angry Birds
75827-1,Firehouse Headquarters,2016,4642,Ghostbusters
75828-1,Ecto-1 & 2,2016,556,Ghostbusters
10772-1,Mickey Mouse's Propeller Plane,2021,59,Disney
10773-1,Minnie Mouse's Ice Cream Shop,2021,100,Disney
10774-1,Mickey Mouse & Minnie Mouse's Space Rocket,2021,88,Disney
10775-1,Mickey Mouse & Donald Duck's Farm,2021,118,Disney
10776-1,Mickey & Friends Fire Truck & Station,2021,144,Disney
10777-1,Mickey and Minnie's Camping Trip,2022,103,Disney
10778-1,"Mickey, Minnie and Goofy's Fairground Fun",2022,184,Disney
10780-1,Mickey and Friends Castle Defenders,2022,215,Disney
30558-1,Raya and the Ongi's Heart Lands Adventure,2021,49,Disney
40478-1,Disney Mini Castle,2021,567,Disney
40521-1,Mini Disney The Haunted Mansion,2022,680,Disney
40600-1,Disney 100 Years Celebration,2023,226,Disney
43179-1,Mickey Mouse & Minnie Mouse,2020,1739,Disney
43181-1,Raya and the Heart Palace,2021,610,Disney
43184-1,Raya and Sisu Dragon,2021,217,Disney
43185-1,Boun's Boat,2021,247,Disney
43200-1,Antonio's Magical Door,2021,99,Disney
43201-1,Isabela's Magical Door,2021,114,Disney
43202-1,The Madrigal House,2021,587,Disney
43212-1,Disney Celebration Train,2023,200,Disney
43213-1,Little Mermaid Story Book,2023,134,Disney
43217-1,'Up' House​,2023,598,Disney
43220-1,Peter Pan & Wendy's Storybook Adventure,2023,111,Disney
43221-1,100 Years of Disney Animation Icons,2023,1022,Disney
43222-1,Disney Castle,2023,4837,Disney
43225-1,The Little Mermaid Royal Clamshell,2023,1808,Disney
43226-1,Disney Duos,2023,553,Disney
43227-1,Villain Icons,2023,1540,Disney
43229-1,Ariel's Treasure Chest,2023,370,Disney
43230-1,Walt Disney Tribute Camera,2023,0,Disney
43232-1,Peter Pan & Wendy's Flight over London,2023,0,Disney
5008116-1,Magic Bundle,2023,0,Disney
6470860-1,Disney Mini Castle,2023,60,Disney
71040-1,Disney Castle,2016,4081,Disney
71044-1,Disney Train and Station,2019,2927,Disney
76830-1,Zyclops Chase,2022,87,Disney
76831-1,Zurg Battle,2022,261,Disney
76832-1,XL-15 Spaceship,2022,497,Disney
CINDERELLASCASTLE-1,Cinderella's Castle,2017,102,Disney
ROSE-1,The Beast's Enchanted Rose,2017,0,Disney
TRUCOGSWORTH-1,Cogsworth,2016,48,Disney
TRULUMIERE-1,Lumiere,2016,24,Disney
6175011-1,The LEGO Batman Movie Series 1 - Sealed Box,2017,0,Batman
71017-0,The LEGO Batman Movie Series 1 - Random Bag,2017,0,Batman
71017-1,Lobster-Lovin' Batman,2017,7,Batman
71017-10,Pink Power Batgirl,2017,8,Batman
71017-11,Red Hood,2017,9,Batman
71017-12,The Eraser,2017,6,Batman
71017-13,Nurse Harley Quinn,2017,7,Batman
71017-14,Orca,2017,5,Batman
71017-15,Zodiac Master,2017,6,Batman
71017-16,Catman,2017,9,Batman
71017-17,March Harriet,2017,6,Batman
71017-18,The Calculator,2017,8,Batman
71017-19,King Tut,2017,8,Batman
71017-2,Glam Metal Batman,2017,8,Batman
71017-20,The Mime,2017,7,Batman
71017-21,The LEGO Batman Movie Series 1 - Complete - All Sets,2017,0,Batman
71017-3,Fairy Batman,2017,8,Batman
71017-4,Clan of the Cave Batman,2017,7,Batman
71017-5,Vacation Batman,2017,8,Batman
71017-6,Barbara Gordon,2017,8,Batman
71017-7,Commissioner Gordon,2017,7,Batman
71017-8,The Joker – Arkham Asylum,2017,6,Batman
71017-9,Dick Grayson,2017,7,Batman
40270-1,Bee,2018,140,Brickheadz
40271-1,Bunny,2018,126,Brickheadz
40272-1,Witch,2018,151,Brickheadz
40273-1,Turkey,2018,114,Brickheadz
40274-1,Mr. Claus & Mrs. Claus,2018,341,Brickheadz
40316-1,Geoffrey,2018,112,Brickheadz
40348-1,Birthday Clown,2019,150,Brickheadz
40349-1,Puppy,2019,147,Brickheadz
40350-1,Chick,2019,120,Brickheadz
40351-1,Ghost,2019,136,Brickheadz
40352-1,Scarecrow,2019,177,Brickheadz
40353-1,"Reindeer, Elf & Elfie",2019,281,Brickheadz
40354-1,Dragon Dance Guy,2019,170,Brickheadz
40367-1,Lady Liberty,2019,153,Brickheadz
40377-1,Donald Duck,2020,90,Brickheadz
40378-1,Goofy and Pluto,2020,214,Brickheadz
40379-1,Bear,2020,150,Brickheadz
40380-1,Sheep,2020,192,Brickheadz
40381-1,Monkey King,2020,175,Brickheadz
40383-1,Bride,2020,306,Brickheadz
40384-1,Groom,2020,255,Brickheadz
40412-1,Hagrid & Buckbeak,2020,270,Brickheadz
40420-1,"Gru, Stuart and Otto",2021,244,Brickheadz
40421-1,"Belle Bottom, Kevin and Bob",2021,309,Brickheadz
40422-1,Frankenstein,2020,108,Brickheadz
40425-1,Nutcracker,2020,180,Brickheadz
40436-1,Lucky Cat,2020,134,Brickheadz
40440-1,German Shepherd and Puppy,2021,247,Brickheadz
40441-1,Shorthair Cat and Kitten,2021,250,Brickheadz
40442-1,Goldfish and Fry,2021,186,Brickheadz
40443-1,Budgie and Chick,2021,261,Brickheadz
40466-1,Chinese New Year Pandas,2021,249,Brickheadz
40476-1,Daisy Duck,2021,110,Brickheadz
40477-1,"Scrooge McDuck, Huey, Dewey & Louie",2021,340,Brickheadz
40479-1,Dalmatian and Puppy,2021,252,Brickheadz
40480-1,Ginger Tabby and Kitten,2021,269,Brickheadz
40481-1,Cockatiel and Chick,2021,219,Brickheadz
40482-1,Hamster and Baby Hamster,2021,243,Brickheadz
40490-1,Ninjago 10,2021,406,Brickheadz
40492-1,La Catrina,2021,141,Brickheadz
40495-1,"Harry, Hermione, Ron & Hagrid",2021,466,Brickheadz
40496-1,"Voldemort, Nagini & Bellatrix",2021,344,Brickheadz
40539-1,Ahsoka Tano,2022,164,Brickheadz
40540-1,Lion Dance Guy,2022,239,Brickheadz
40541-1,Manchester United Go Brick Me,2022,530,Brickheadz
40542-1,FC Barcelona Go Brick Me,2022,530,Brickheadz
40543-1,St. Bernard,2022,236,Brickheadz
40544-1,French Bulldog,2022,237,Brickheadz
40545-1,Koi Fish,2022,203,Brickheadz
40546-1,Poodle,2022,304,Brickheadz
40547-1,Obi-Wan Kenobi & Darth Vader,2022,260,Brickheadz
40548-1,Spice Girls Tribute,2022,578,Brickheadz
40549-1,Demogorgon & Eleven,2022,192,Brickheadz
40550-1,Chip & Dale,2022,226,Brickheadz
40552-1,Buzz Lightyear,2022,114,Brickheadz
40553-1,Woody and Bo Peep,2022,296,Brickheadz
40554-1,Jake Sully & his Avatar,2022,246,Brickheadz
40559-1,Road Runner & Wile E. Coyote,2022,205,Brickheadz
40560-1,Professors of Hogwarts,2022,605,Brickheadz
40615-1,Tusken Raider,2023,152,Brickheadz
40616-1,Harry Potter & Cho Chang,2023,267,Brickheadz
40617-1,Draco Malfoy & Cedric Diggory,2023,262,Brickheadz
40618-1,Kingsley Shacklebolt & Nymphadora Tonks,2023,250,Brickheadz
40619-1,EVE & WALL•E,2023,155,Brickheadz
40620-1,Cruella & Maleficent,2023,320,Brickheadz
40621-1,Moana & Merida,2023,410,Brickheadz
40622-1,Disney 100th Celebration,2023,501,Brickheadz
40623-1,Battle of Endor Heroes,2023,549,Brickheadz
40624-1,Alex,2023,86,Brickheadz
40625-1,Llama,2023,100,Brickheadz
40625-2,Signed Llama,2023,0,Brickheadz
40626-1,Zombie,2023,81,Brickheadz
40627-1,Sonic the Hedgehog,2023,0,Brickheadz
40628-1,"Miles ""Tails"" Prower",2023,0,Brickheadz
40630-1,Frodo & Gollum,2023,184,Brickheadz
40631-1,Gandalf the Grey and Balrog,2023,348,Brickheadz
40632-1,Aragorn and Arwen,2023,261,Brickheadz
41485-1,Finn,2017,91,Brickheadz
41486-1,Captain Phasma,2017,127,Brickheadz
41487-1,Lloyd,2017,102,Brickheadz
41488-1,Master Wu,2017,89,Brickheadz
41489-1,Rey & Kylo Ren,2017,250,Brickheadz
41490-1,Superman & Wonder Woman,2016,210,Brickheadz
41491-1,Batman & The Joker,2016,206,Brickheadz
41492-1,Iron Man & Captain America,2016,174,Brickheadz
41493-1,Black Panther & Dr. Strange,2016,167,Brickheadz
41496-1,Supergirl & Martian Manhunter,2017,231,Brickheadz
41497-1,Spider-Man & Venom,2017,144,Brickheadz
41498-1,Boba Fett & Han Solo in Carbonite,2017,329,Brickheadz
41585-1,Batman,2017,91,Brickheadz
41586-1,Batgirl,2017,99,Brickheadz
41587-1,Robin,2017,101,Brickheadz
41588-1,The Joker,2017,151,Brickheadz
41589-1,Captain America,2017,79,Brickheadz
41590-1,Iron Man,2017,96,Brickheadz
41591-1,Black Widow,2017,143,Brickheadz
41592-1,The Hulk,2017,93,Brickheadz
41593-1,Captain Jack Sparrow,2017,109,Brickheadz
41594-1,Captain Armando Salazar,2017,118,Brickheadz
41595-1,Belle,2017,139,Brickheadz
41596-1,Beast,2017,116,Brickheadz
41597-1,Go Brick Me,2018,708,Brickheadz
41598-1,The Flash,2018,122,Brickheadz
41599-1,Wonder Woman,2018,143,Brickheadz
41600-1,Aquaman,2018,135,Brickheadz
41601-1,Cyborg,2018,108,Brickheadz
41602-1,Rey,2018,119,Brickheadz
41603-1,Kylo Ren,2018,130,Brickheadz
41604-1,Iron Man MK50,2018,101,Brickheadz
41605-1,Thanos,2018,105,Brickheadz
41606-1,Star-Lord,2018,113,Brickheadz
41607-1,Gamora,2018,136,Brickheadz
41608-1,Han Solo,2018,141,Brickheadz
41609-1,Chewbacca,2018,149,Brickheadz
41610-1,Tactical Batman & Superman,2018,209,Brickheadz
41611-1,Marty McFly & Doc Brown,2018,240,Brickheadz
41612-1,Steve & Creeper,2018,160,Brickheadz
41613-1,Mr. Incredible & Frozone,2018,160,Brickheadz
41614-1,Owen & Blue,2018,234,Brickheadz
41615-1,Harry Potter & Hedwig,2018,180,Brickheadz
41616-1,Hermione Granger,2018,127,Brickheadz
41617-1,Elsa,2018,130,Brickheadz
41618-1,Anna & Olaf,2018,201,Brickheadz
41619-1,Darth Vader,2018,104,Brickheadz
41620-1,Stormtrooper,2018,124,Brickheadz
41621-1,Ron Weasley & Albus Dumbledore,2018,245,Brickheadz
41622-1,Peter Venkman & Slimer,2018,228,Brickheadz
41623-1,Ariel & Ursula,2018,361,Brickheadz
41624-1,Mickey Mouse,2018,109,Brickheadz
41625-1,Minnie Mouse,2018,129,Brickheadz
41626-1,Groot & Rocket,2018,189,Brickheadz
41627-1,Luke Skywalker & Yoda,2018,215,Brickheadz
41628-1,Princess Leia Organa,2018,124,Brickheadz
41629-1,Boba Fett,2018,161,Brickheadz
41630-1,Jack Skellington & Sally,2018,193,Brickheadz
41631-1,Newt Scamander & Gellert Grindelwald,2018,247,Brickheadz
41632-1,Homer Simpson & Krusty the Clown,2018,215,Brickheadz
41634-1,Emmet,2019,113,Brickheadz
41635-1,Wyldstyle,2019,134,Brickheadz
41636-1,Benny,2019,103,Brickheadz
41637-1,Sweet Mayhem,2019,137,Brickheadz
6270050-1,Shimao Brickheadz,2018,110,Brickheadz
6278983-1,Beijing Brickheadz,2019,110,Brickheadz
6302766-1,Cologne Brickheadz,2019,111,Brickheadz
6315025-1,Amsterdam Brickheadz,2019,110,Brickheadz
6322719-1,Hangzhou Brickheadz,2020,98,Brickheadz
66591-1,Han Solo & Chewbacca Bundle,2018,0,Brickheadz
66593-1,Star-Lord and Gamora Bundle,2018,0,Brickheadz
75232-1,Kylo Ren & Sith Trooper,2019,240,Brickheadz
75317-1,The Mandalorian & The Child,2020,295,Brickheadz
DCBHZ-1,Wonder Woman,2017,145,Brickheadz
ITBH-1,Nonnie - Inside Tour 2017 Edition,2017,0,Brickheadz
6175012-1,Series 17 - Sealed Box,2017,0,Series 17 Minifigures
71018-0,Series 17 - Random Bag,2017,0,Series 17 Minifigures
71018-1,Professional Surfer,2017,6,Series 17 Minifigures
71018-10,Battle Dwarf,2017,9,Series 17 Minifigures
71018-11,Retro Spaceman,2017,7,Series 17 Minifigures
71018-12,Yuppie,2017,8,Series 17 Minifigures
71018-13,Rocket Boy,2017,7,Series 17 Minifigures
71018-14,Dance Instructor,2017,7,Series 17 Minifigures
71018-15,Elf-Girl,2017,7,Series 17 Minifigures
71018-16,Highwayman,2017,9,Series 17 Minifigures
71018-17,Series 17 - Complete - All Sets,2017,0,Series 17 Minifigures
71018-2,Circus Strong Man,2017,6,Series 17 Minifigures
71018-3,Gourmet Chef,2017,7,Series 17 Minifigures
71018-4,Corn Cob Guy,2017,5,Series 17 Minifigures
71018-5,Veterinarian,2017,6,Series 17 Minifigures
71018-6,Hot Dog Man,2017,9,Series 17 Minifigures
71018-7,Butterfly Girl,2017,10,Series 17 Minifigures
